time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-15T03:14:43.973Z,-9.8406,154.2741,10,4.8,mb,,121,7.028,0.87,us,us70003lbu,2019-05-15T03:32:50.040Z,"192km ESE of Kulumadau, Papua New Guinea",earthquake,13.8,1.9,0.101,30,reviewed,us,us
2019-05-15T03:06:45.573Z,55.9715,-148.4128,3,2.7,ml,,,,1.07,ak,ak01967bdo8a,2019-05-15T16:59:38.046Z,"Gulf of Alaska",earthquake,,13.7,,,reviewed,ak,ak
2019-05-15T02:29:39.984Z,2.1263,96.4269,35.77,4.4,mb,,203,1.409,0.78,us,us70003lbi,2019-05-15T03:14:54.040Z,"39km S of Sinabang, Indonesia",earthquake,6,9.8,0.098,30,reviewed,us,us
2019-05-15T01:08:07.480Z,19.3383333,-155.194,6.61,2.51,ml,35,77,0.04069,0.06,hv,hv70953036,2019-05-15T14:19:13.910Z,"11km SSE of Volcano, Hawaii",earthquake,0.34,0.68,0.179,34,reviewed,hv,hv
2019-05-15T00:59:58.772Z,27.5116,142.8045,10,4.7,mb,,74,0.689,0.83,us,us70003laz,2019-05-15T02:18:33.040Z,"75km NE of Chichi-shima, Japan",earthquake,8.7,1.8,0.057,94,reviewed,us,us
2019-05-15T00:42:48.793Z,-3.1393,149.2936,10,4.7,mb,,84,2.211,0.62,us,us70003lat,2019-05-15T02:08:12.040Z,"178km WSW of Kavieng, Papua New Guinea",earthquake,4.6,1.9,0.104,28,reviewed,us,us
2019-05-15T00:33:46.015Z,-3.2982,149.0125,10,5.5,mww,,80,2.063,0.88,us,us70003lam,2019-05-16T00:35:44.284Z,"213km WSW of Kavieng, Papua New Guinea",earthquake,3.6,1.8,0.155,4,reviewed,us,us
2019-05-15T00:18:28.500Z,18.4425,-66.5751,111,2.63,md,4,243,0.3677,0.27,pr,pr2019135001,2019-05-15T07:06:05.390Z,"1km SW of Garrochales, Puerto Rico",earthquake,5.9,2.08,0.18,3,reviewed,pr,pr
2019-05-15T00:02:42.342Z,37.8391,21.2342,10,4.3,mb,,80,0.858,0.92,us,us70003la7,2019-05-15T01:34:00.040Z,"1km SW of Gastouni, Greece",earthquake,5.9,1.9,0.091,34,reviewed,us,us
2019-05-14T23:51:32.098Z,35.4158,-97.9375,5,2.5,mb_lg,,66,0.231,0.73,us,us70003l9y,2019-05-20T21:24:06.331Z,"2km N of Union City, Oklahoma",earthquake,1.4,1.7,0.08,41,reviewed,us,us
2019-05-14T23:32:53.905Z,42.5278,-111.1355,5,2.8,ml,,65,0.238,0.39,us,us70003l9n,2019-05-16T20:38:02.900Z,"26km NNE of Montpelier, Idaho",earthquake,1.6,1.8,0.039,88,reviewed,us,us
2019-05-14T23:21:29.750Z,19.4285,-68.7511,9,3.32,md,10,215,0.9865,0.85,pr,pr2019134009,2019-05-20T03:58:50.040Z,"48km NE of Miches, Dominican Republic",earthquake,4.27,6.79,0.31,9,reviewed,pr,pr
2019-05-14T21:50:09.663Z,19.6926,-109.0117,10,4.9,mb,,89,4.067,1.07,us,us70003l8i,2019-05-15T01:40:14.405Z,"230km ENE of Socorro Island, Mexico",earthquake,8.9,1.9,0.028,395,reviewed,us,us
2019-05-14T21:05:45.188Z,44.5697,-114.2772,5,2.8,ml,,69,0.674,0.79,us,us70003l8d,2019-05-14T21:48:07.040Z,"8km NNW of Challis, Idaho",earthquake,1.1,1.9,0.115,10,reviewed,us,us
2019-05-14T20:55:26.427Z,43.8449,147.9495,36.39,5.2,mww,,54,3.875,0.96,us,us70003l7d,2019-05-16T16:19:13.285Z,"98km E of Shikotan, Russia",earthquake,6.9,1.2,0.093,11,reviewed,us,us
2019-05-14T20:09:37.133Z,-3.7381,151.857,35.45,4.6,mb,,115,4.79,0.81,us,us70003l6p,2019-05-15T18:07:24.040Z,"61km NW of Rabaul, Papua New Guinea",earthquake,10,8.5,0.056,97,reviewed,us,us
2019-05-14T20:01:07.081Z,-35.6989,-103.8114,10,5,mb,,150,24.276,0.71,us,us70003l67,2019-05-15T17:56:10.040Z,"Southeast of Easter Island",earthquake,14,1.9,0.037,228,reviewed,us,us
2019-05-14T18:55:09.762Z,61.4052,-140.2738,5,3.4,ml,,31,0.382,0.67,us,us70003l4m,2019-05-15T17:16:26.040Z,"165km WNW of Haines Junction, Canada",earthquake,1,2,0.026,193,reviewed,us,us
2019-05-14T17:29:14.650Z,18.8025,-67.2788,12,2.49,md,15,203,0.3746,0.27,pr,pr2019134007,2019-05-14T21:25:09.496Z,"39km NNW of San Antonio, Puerto Rico",earthquake,1.4,2.49,0.34,13,reviewed,pr,pr
2019-05-14T16:14:29.373Z,12.5005,-87.0296,151.42,4.5,mb,,131,0.195,0.95,us,us70003l2h,2019-05-16T16:45:55.184Z,"7km SW of Posoltega, Nicaragua",earthquake,7.5,5.4,0.054,101,reviewed,us,us
2019-05-14T15:07:57.986Z,37.909,20.177,10,4.4,mb,,73,1.569,0.86,us,us70003l13,2019-05-14T16:01:26.040Z,"39km SW of Lixourion, Greece",earthquake,5.6,1.8,0.135,16,reviewed,us,us
2019-05-14T14:36:34.141Z,-3.769,152.0238,9.61,5,mb,,93,0.442,1.04,us,us70003l0z,2019-05-14T17:02:11.040Z,"46km WSW of Namatanai, Papua New Guinea",earthquake,4,4.5,0.047,147,reviewed,us,us
2019-05-14T14:23:15.001Z,61.9456,-149.2418,34,2.5,ml,,,,0.63,ak,ak01965uhj84,2019-05-14T14:30:24.411Z,"22km N of Fishhook, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-14T14:06:24.573Z,59.4833,-152.142,52.3,2.5,ml,,,,0.44,ak,ak01965udwte,2019-05-14T17:17:57.133Z,"37km WSW of Homer, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-05-14T13:43:48.009Z,37.2405,-115.0027,5,2.6,ml,18,76.62,0.171,0.182,nn,nn00684744,2019-05-19T05:08:11.585Z,"19km SE of Alamo, Nevada",earthquake,,7.7,0.66,4,reviewed,nn,nn
2019-05-14T13:38:20.664Z,-4.1886,152.6603,10,5,mb,,67,0.495,1.13,us,us70003l05,2019-05-14T22:59:00.740Z,"47km ENE of Kokopo, Papua New Guinea",earthquake,6.8,1.9,0.077,54,reviewed,us,us
2019-05-14T12:58:26.074Z,-4.081,152.5694,10,7.5,mww,,24,0.419,1.48,us,us70003kyy,2019-05-15T15:29:02.673Z,"45km NE of Kokopo, Papua New Guinea",earthquake,7.6,1.8,0.068,21,reviewed,us,us
2019-05-14T11:16:36.696Z,-39.4104,178.395,10,5.2,mww,,73,1.358,0.98,us,us70003kxm,2019-05-18T16:17:27.280Z,"90km SSE of Gisborne, New Zealand",earthquake,6.5,1.9,0.073,18,reviewed,us,us
2019-05-14T10:52:21.672Z,29.2824,-97.6568,5,3.1,mb_lg,,121,0.445,0.95,us,us70003kxh,2019-05-16T02:35:42.379Z,"10km E of Nixon, Texas",earthquake,1.4,2,0.061,71,reviewed,us,us
2019-05-14T09:34:25.370Z,19.0756,-67.567,45,2.92,md,7,328,0.76,0.22,pr,pr2019134005,2019-05-15T06:57:07.829Z,"81km NW of San Antonio, Puerto Rico",earthquake,2.96,9.91,0.15,6,reviewed,pr,pr
2019-05-14T09:30:47.032Z,27.368,142.8989,10,4.7,mb,,142,0.691,1.13,us,us70003kx1,2019-05-14T12:52:56.040Z,"74km ENE of Chichi-shima, Japan",earthquake,6.1,1.7,0.054,104,reviewed,us,us
2019-05-14T09:08:42.269Z,52.1002,-176.1697,141.04,4.5,mb,,140,0.067,1.11,us,us70003kvn,2019-05-14T16:42:29.536Z,"41km NE of Adak, Alaska",earthquake,9.9,6.9,0.03,316,reviewed,us,us
2019-05-14T08:43:53.713Z,61.4202,-150.0278,19.2,2.7,ml,,,,0.9,ak,ak01965r1azg,2019-05-15T05:41:05.211Z,"11km SSW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-14T08:30:44.990Z,19.2751,-64.7831,46,3.37,md,9,339,1.5555,0.27,pr,pr2019134004,2019-05-14T13:14:32.120Z,"96km N of Road Town, British Virgin Islands",earthquake,3.54,17.4,0.1,7,reviewed,pr,pr
2019-05-14T07:46:21.330Z,46.8911667,-112.6648333,13.07,3.11,ml,21,67,0.065,0.19,mb,mb80343669,2019-05-14T13:43:52.410Z,"7km S of Lincoln, Montana",earthquake,0.48,0.6,0.143,29,reviewed,mb,mb
